ra,dec,sy_name,hostname,sy_snum,sy_pnum,sy_mnum,st_mass,sy_plx
297.0148111,47.4864170,"Kepler-1737","Kepler-1737",1,1,0,0.72,
294.6466171,41.8840952,"Kepler-173","Kepler-173",1,2,0,0.79,1.1718000
295.3427300,46.6022134,"Kepler-1052","Kepler-1052",1,2,0,,1.0313700
296.1882618,43.9368118,"Kepler-1685","Kepler-1685",1,1,0,0.99,0.8482960
289.3154576,39.1532911,"Kepler-687","Kepler-687",1,1,0,,1.5498400
284.9685077,42.0791214,"Kepler-196","Kepler-196",1,3,0,0.93,2.1869200
39.2441029,-34.5790905,"HD 16417","HD 16417",2,1,0,1.20,39.3512000
313.6872928,9.1790688,"WASP-176","WASP-176",1,1,0,,1.7312600
150.5865513,48.0824515,"Gl 378","Gl 378",1,1,0,,66.8407000
298.6636163,47.7619329,"Kepler-179","Kepler-179",1,2,0,,1.6223400
295.7855238,39.9078956,"Kepler-1551","Kepler-1551",1,1,0,,0.6553390
294.8896160,49.3798215,"Kepler-1222","Kepler-1222",1,1,0,,2.3796000
285.8537014,38.3840916,"Kepler-149","Kepler-149",1,3,0,,1.7224400
297.9168433,46.9651146,"Kepler-87","Kepler-87",1,2,0,,0.7825440
291.1694567,42.6407281,"Kepler-209","Kepler-209",1,2,0,,1.7045000
240.2600639,33.3001861,"rho CrB","rho CrB",1,4,0,,57.2216000
297.4303826,39.8478795,"Kepler-1669","Kepler-1669",1,3,0,0.57,1.8123200
290.3336142,38.7282722,"Kepler-1727","Kepler-1727",1,1,0,0.82,1.0901900
299.1393094,40.9489390,"Kepler-48","Kepler-48",1,5,0,0.86,3.2313200
291.9606620,42.4329567,"Kepler-343","Kepler-343",1,2,0,,1.0500500
293.6084289,42.1978746,"Kepler-1351","Kepler-1351",1,1,0,0.60,4.9025100
286.1306907,38.7795494,"Kepler-1495","Kepler-1495",1,1,0,0.91,
328.7181708,-77.3388025,"HD 207496","HD 207496",1,1,0,,42.3332000
297.9707271,47.7316041,"Kepler-141","Kepler-141",1,2,0,,3.2913500
296.8086813,47.1718557,"Kepler-1720","Kepler-1720",1,1,0,,1.5600100
266.0361585,-51.8348751,"HD 160691","HD 160691",1,4,0,1.13,64.0817000
168.9810458,-57.5425629,"GJ 422","GJ 422",1,1,0,0.35,78.9409000
285.6729033,44.1167513,"Kepler-91","Kepler-91",1,1,0,,0.7437390
290.3579781,40.5676965,"Kepler-425","Kepler-425",1,1,0,,1.5180300
285.7174414,44.7583487,"Kepler-1389","Kepler-1389",1,1,0,0.76,1.9829400
298.3183909,47.2794824,"Kepler-223","Kepler-223",1,4,0,,0.5100760
280.2495197,43.9150665,"Kepler-1445","Kepler-1445",1,1,0,,1.9463500
300.2222468,45.0160920,"Kepler-560","Kepler-560 A",2,1,0,0.45,
286.5510448,49.4187310,"Kepler-571","Kepler-571",1,1,0,,1.3527300
284.6157154,39.1309980,"Kepler-995","Kepler-995",1,1,0,0.76,1.6117800
291.4945795,44.5234227,"Kepler-1516","Kepler-1516",1,1,0,,0.7073170
295.0217193,46.6192011,"Kepler-935","Kepler-935",1,1,0,0.82,2.0908700
284.7780883,44.9167513,"Kepler-1498","Kepler-1498",1,1,0,0.86,
300.3712023,46.4081872,"Kepler-979","Kepler-979",1,1,0,0.84,1.7060200
169.3162193,17.9615717,"DP Leo","DP Leo",2,1,0,0.69,3.2780700
290.1443390,44.0498808,"Kepler-985","Kepler-985",1,1,0,,1.4433100
108.0622029,-38.1746390,"HD 55696","HD 55696",1,1,0,,12.7967000
293.2609013,44.8688656,"Kepler-69","Kepler-69",1,2,0,,1.3398900
289.2962253,46.4579889,"Kepler-1012","Kepler-1012",1,1,0,0.96,2.4037500
296.7127400,48.2722828,"Kepler-1820","Kepler-1820",1,1,0,1.05,0.6735080
293.3002774,41.5233244,"Kepler-948","Kepler-948",1,1,0,0.96,1.1235300
289.5388180,41.8928154,"Kepler-1359","Kepler-1359",1,1,0,0.88,1.5985400
286.7167120,47.4256580,"Kepler-1146","Kepler-1146",1,1,0,0.77,1.3942700
234.5723244,-80.8034265,"TOI-913","TOI-913",1,1,0,0.82,15.3139000
301.3428675,44.6721750,"Kepler-1804","Kepler-1804",1,1,0,,2.2734000
290.5903907,45.4396955,"Kepler-1486","Kepler-1486",1,1,0,,0.5363500
294.3363936,44.9182296,"Kepler-1396","Kepler-1396",1,1,0,,0.9090950
296.5476395,44.9418307,"Kepler-1008","Kepler-1008",2,1,0,0.92,3.5101400
352.8241500,39.2358367,"14 And","14 And",1,1,0,,13.2289000
285.7174414,44.7583487,"Kepler-1389","Kepler-1389",1,1,0,,1.9829400
344.3675399,20.7690958,"51 Peg","51 Peg",1,1,0,,64.6488000
294.3262617,47.2175461,"Kepler-941","Kepler-941",1,1,0,0.91,0.8909340
284.7068546,38.9367566,"Kepler-1719","Kepler-1719",1,1,0,,1.0756200
67.1484425,-25.1713396,"GJ 3293","GJ 3293",1,4,0,,49.4999000
297.0456122,46.0273893,"Kepler-734","Kepler-734",1,1,0,,0.8356470
101.0526207,-0.2991544,"CoRoT-21","CoRoT-21",1,1,0,,
291.2562253,49.2589288,"Kepler-372","Kepler-372",1,3,0,1.15,0.6405470
288.4335977,40.3808519,"Kepler-1320","Kepler-1320",1,1,0,,1.5166400
294.2901043,39.1268710,"Kepler-1897","Kepler-1897",1,1,0,,0.9901020
299.6758812,47.0758234,"Kepler-1397","Kepler-1397",1,1,0,0.98,0.8059760
293.5308112,39.3159329,"Kepler-183","Kepler-183",1,2,0,1.04,0.9237020
290.8241931,44.6472832,"Kepler-213","Kepler-213",1,2,0,,1.5462300
285.6792980,50.2414842,"Kepler-10","Kepler-10",1,3,0,,5.3618500
292.1710683,40.9162381,"Kepler-370","Kepler-370",1,2,0,0.95,0.8280580
286.3869335,47.0165188,"Kepler-1583","Kepler-1583",1,1,0,,2.4468500
289.9206760,41.5427758,"Kepler-928","Kepler-928",1,1,0,0.69,1.9369300
295.4823299,48.5244695,"Kepler-1638","Kepler-1638",1,1,0,,0.6269330
285.7994917,42.8117427,"Kepler-355","Kepler-355",1,2,0,,0.6694770
293.2882949,48.8116114,"Kepler-848","Kepler-848",1,1,0,,0.6966160
283.9829040,49.2329512,"Kepler-301","Kepler-301",1,3,0,0.98,1.3618200
282.9790593,40.7844188,"Kepler-338","Kepler-338",1,4,0,1.14,1.7803400
329.3332489,-37.7641354,"HD 208487","HD 208487",1,1,0,1.05,22.1214000
295.5635550,39.4175700,"Kepler-1608","Kepler-1608",1,1,0,,
286.8194349,46.9117837,"Kepler-1558","Kepler-1558",1,1,0,0.80,3.0410700
254.5363221,25.7419719,"GJ 649","GJ 649",1,1,0,0.53,96.3141000
285.2074210,45.3843330,"Kepler-1130","Kepler-1130",2,3,0,0.82,3.9818900
290.7443078,43.2607530,"Kepler-1245","Kepler-1245",1,2,0,,1.2123700
11.1722288,20.4483925,"HD 4203","HD 4203",1,2,0,1.06,12.2595000
291.5080318,45.3700933,"Kepler-1968","Kepler-1968",1,1,0,,1.3040000
189.3173489,-40.8121458,"HD 109749","HD 109749",2,1,0,1.10,15.8240000
292.6585253,38.3455558,"Kepler-167","Kepler-167",2,4,0,,2.8959300
296.1589897,44.5630457,"Kepler-1585","Kepler-1585",1,1,0,0.91,1.0315200
114.8406393,-78.2791464,"HD 63454","HD 63454",1,1,0,0.80,26.5037000
18.6432425,-53.9407751,"GJ 3082","GJ 3082",1,1,0,,60.1445000
293.8345542,42.6249480,"Kepler-642","Kepler-642",1,1,0,,1.2506700
76.9820146,26.3276805,"HD 32963","HD 32963",1,1,0,,26.2328000
293.8045041,38.6390517,"Kepler-415","Kepler-415",1,2,0,0.67,1.8574000
292.2196000,44.6173667,"Kepler-42","Kepler-42",1,3,0,,24.9340000
253.3732313,-46.3333582,"HD 152079","HD 152079",1,1,0,1.02,11.3494000
285.6154492,50.1357712,"Kepler-4","Kepler-4",1,1,0,,2.0209300
287.1349405,47.4886251,"Kepler-1605","Kepler-1605",1,1,0,,1.8020900
294.9510368,43.0124348,"Kepler-1425","Kepler-1425",1,1,0,0.71,1.1288600
284.9057222,43.9491434,"Kepler-1292","Kepler-1292",1,1,0,1.08,0.6412400
287.0664109,41.8749712,"Kepler-1227","Kepler-1227",1,1,0,,1.5745100
204.7005847,-2.0303873,"NY Vir","NY Vir",2,2,0,,1.8116100
292.2628779,37.2369732,"Kepler-748","Kepler-748",1,1,0,1.02,0.5583630
293.7271604,42.8067119,"Kepler-1503","Kepler-1503",1,1,0,0.77,0.7887840
293.3182976,41.1166697,"Kepler-1943","Kepler-1943",1,1,0,1.05,0.9668430
288.8119782,39.7706431,"Kepler-319","Kepler-319",1,3,0,1.35,1.9576100
290.8541401,51.2227435,"Kepler-1752","Kepler-1752",1,1,0,,1.0103000
293.6856893,48.8249915,"Kepler-533","Kepler-533",1,1,0,0.73,3.2719400
290.9576363,49.2037262,"Kepler-845","Kepler-845",1,1,0,,2.2911100
334.5286724,61.1349912,"HD 211810","HD 211810",1,1,0,1.03,15.4425000
293.8719143,38.4229184,"Kepler-685","Kepler-685",1,1,0,,1.0380000
294.8351052,48.9823204,"Kepler-464","Kepler-464",1,1,0,1.06,1.4693100
291.1950900,40.7027352,"Kepler-634","Kepler-634",1,1,0,,1.0973400
292.8321598,48.2193376,"Kepler-1210","Kepler-1210",1,1,0,0.94,0.8219450
293.7471107,45.1071981,"Kepler-561","Kepler-561",1,2,0,0.85,1.5808500
296.3855467,48.2334177,"Kepler-590","Kepler-590",1,1,0,,0.6746470
283.1920779,41.3054172,"Kepler-363","Kepler-363",1,3,0,,1.2824400
309.4637796,-60.6347649,"HD 196050","HD 196050",3,1,0,1.13,19.7051000
183.0886375,54.4861530,"HD 238090","HD 238090",1,1,0,,65.6078000
287.3629145,38.6497341,"Kepler-467","Kepler-467",1,1,0,,2.1160800
297.7115530,46.7679816,"Kepler-1436","Kepler-1436",1,1,0,,0.3664480
263.8072214,-48.6788427,"HIP 86057","GJ 680",2,1,0,0.46,103.3500000
284.4784454,40.9331723,"Kepler-622","Kepler-622",1,1,0,,3.4829100
288.7710137,40.6641771,"Kepler-903","Kepler-903",1,2,0,0.94,0.7016220
92.6435993,-21.8677233,"GJ 229","GJ 229",2,2,0,,173.6960000
298.0191857,28.0999769,"HD 188015","HD 188015",2,1,0,1.06,19.7065000
271.4893395,-29.9172536,"HD 165155","HD 165155",1,1,0,0.94,15.7548000
239.4189890,-60.2006948,"HD 142415","HD 142415",1,1,0,,28.1149000
290.0075640,42.1164698,"Kepler-707","Kepler-707",1,1,0,,1.6611500
286.4904589,38.3748720,"Kepler-770","Kepler-770",1,3,0,,1.0461600
299.2131881,41.4248195,"Kepler-118","Kepler-118",1,2,0,,1.7128900
286.5510448,49.4187310,"Kepler-571","Kepler-571",1,1,0,0.93,1.3527300
294.3385109,50.3365178,"Kepler-385","Kepler-385",1,3,0,,0.6693690
285.4106549,44.4122318,"Kepler-1604","Kepler-1604",1,1,0,0.81,1.8191200
293.6137413,47.8389380,"Kepler-283","Kepler-283",1,2,0,,2.1082200
285.6729033,44.1167513,"Kepler-91","Kepler-91",1,1,0,1.50,0.7437390
292.1996573,42.0459944,"Kepler-1365","Kepler-1365",1,2,0,,1.1615900
297.0200549,43.4325382,"Kepler-1342","Kepler-1342",1,1,0,,1.0951700
293.0846115,41.1354049,"Kepler-758","Kepler-758",1,4,0,,0.6371630
292.0068239,38.8207001,"Kepler-792","Kepler-792",1,1,0,,0.6735360
293.1311803,45.6634153,"Kepler-1173","Kepler-1173",1,1,0,,2.6232800
293.9733913,50.5318460,"Kepler-231","Kepler-231",1,2,0,0.51,3.1299500
290.0432936,47.2578857,"Kepler-1144","Kepler-1144",1,1,0,0.85,0.8482060
298.2150641,39.9550863,"PH1","PH1",4,1,0,,
293.7583002,41.8718070,"Kepler-56","Kepler-56",1,3,0,,1.0672900
287.2426410,42.3014185,"Kepler-244","Kepler-244",1,3,0,0.95,0.9366650
296.1125759,39.9787451,"Kepler-80","Kepler-80",1,6,0,0.72,2.6780100
294.7768068,40.1537027,"Kepler-692","Kepler-692",1,1,0,,0.9813810
292.4797004,38.5149018,"Kepler-275","Kepler-275",1,3,0,,0.4639930
292.0847866,49.2374206,"Kepler-1117","Kepler-1117",1,1,0,,1.7303100
296.8229326,48.1077628,"Kepler-482","Kepler-482",1,1,0,,3.1654800
289.4415238,42.4981476,"Kepler-1204","Kepler-1204",1,1,0,,0.8224040
287.3456737,43.3783894,"Kepler-1713","Kepler-1713",1,1,0,,3.3577900
291.9032411,37.9023677,"Kepler-753","Kepler-753",1,1,0,0.64,3.6107100
297.0702037,40.8687340,"Kepler-159","Kepler-159",1,2,0,,2.6469700
294.2020505,40.6633313,"Kepler-239","Kepler-239",1,2,0,,1.5149900
287.0570731,49.0460112,"Kepler-846","Kepler-846",1,1,0,0.94,0.8588340
295.6247375,42.5458739,"Kepler-1236","Kepler-1236",1,1,0,0.88,0.9732290
296.9603348,46.0342954,"Kepler-39","Kepler-39",1,1,0,1.11,0.9170640
353.3319001,-77.3853286,"HD 221420","HD 221420",1,1,0,,32.0826000
286.7156676,48.6452552,"Kepler-1270","Kepler-1270",1,1,0,,0.8843130
105.0746449,-5.3668142,"HD 52265","HD 52265",1,1,0,1.20,33.3264000
285.0570943,46.3206074,"Kepler-864","Kepler-864",1,2,0,,0.4643310
287.3920392,46.0592578,"Kepler-294","Kepler-294",1,2,0,,0.7084060
292.9582727,42.8548909,"Kepler-1986","Kepler-1986",1,1,0,,1.0689200
297.0683931,46.8342497,"Kepler-654","Kepler-654",1,1,0,,0.9978990
285.7135000,41.6058799,"Kepler-1288","Kepler-1288",1,1,0,1.20,
285.9287514,38.5207097,"Kepler-1308","Kepler-1308",1,1,0,0.52,8.8439200
289.5947633,44.1418114,"Kepler-250","Kepler-250",1,3,0,0.75,1.2864900
287.3821348,49.4524247,"Kepler-1103","Kepler-1103",1,1,0,,0.7218800
175.5755995,23.0270335,"TOI-1801","TOI-1801",2,1,0,,32.5678000
292.1445534,47.1573604,"Kepler-763","Kepler-763",1,3,0,0.88,1.0109300
284.6772402,44.7976401,"Kepler-282","Kepler-282",1,4,0,1.06,0.7189240
286.0261113,44.7828571,"Kepler-384","Kepler-384",1,2,0,0.77,1.0876200
286.0261113,44.7828571,"Kepler-384","Kepler-384",1,2,0,,1.0876200
286.9712284,44.7082669,"Kepler-1165","Kepler-1165",1,2,0,1.09,0.6059180
286.9712284,44.7082669,"Kepler-1165","Kepler-1165",1,2,0,,0.6059180
288.5839761,44.7337701,"Kepler-190","Kepler-190",1,2,0,,2.2785400
290.2166890,44.7795863,"Kepler-1913","Kepler-1913",1,1,0,,1.1128000
293.7471107,45.1071981,"Kepler-561","Kepler-561",1,2,0,0.97,1.5808500
293.2936129,42.1963497,"Kepler-359","Kepler-359",1,3,0,1.01,0.6656830
283.7175909,47.2043818,"Kepler-1019","Kepler-1019",1,1,0,0.60,5.1208600
285.6025889,50.1120401,"Kepler-968","Kepler-968",1,3,0,,3.4155700
292.0847866,49.2374206,"Kepler-1117","Kepler-1117",1,1,0,0.91,1.7303100
286.3442954,37.4119347,"Kepler-1271","Kepler-1271",1,1,0,,1.1735800
289.9564415,47.0203466,"Kepler-1297","Kepler-1297",1,1,0,1.10,0.6659040
286.9171489,38.8722123,"Kepler-790","Kepler-790",1,1,0,0.78,1.3935600
291.0201523,39.2206091,"Kepler-820","Kepler-820",1,1,0,1.11,0.6923120
290.1019809,48.2511460,"Kepler-1084","Kepler-1084",1,1,0,,2.4375800
294.3262617,47.2175461,"Kepler-941","Kepler-941",1,1,0,,0.8909340
291.2451266,37.7590079,"Kepler-1354","Kepler-1354",1,1,0,,0.8647320
295.5678578,42.4781064,"Kepler-1134","Kepler-1134",1,1,0,0.87,1.0314200
290.0980478,50.3215731,"Kepler-677","Kepler-677",1,1,0,1.00,0.4822100
284.4334642,49.3051239,"KOI-351","KOI-351",1,8,0,1.20,1.1500700
326.1315705,14.7714524,"HN Peg","HN Peg",1,1,0,,55.1631000
344.3675399,20.7690958,"51 Peg","51 Peg",1,1,0,,64.6488000
295.4570818,50.0771838,"Kepler-1754","Kepler-1754",1,1,0,,1.3634600
288.2306150,42.4136181,"Kepler-584","Kepler-584",1,1,0,,0.5118000
292.4870063,46.1961870,"Kepler-478","Kepler-478",1,1,0,,
299.9059167,45.4396103,"Kepler-548","Kepler-548",1,1,0,0.93,1.3018000
291.1732806,44.9210836,"Kepler-1435","Kepler-1435",1,1,0,,1.3913400
293.2300178,45.0533640,"Kepler-805","Kepler-805",1,1,0,,1.5377400
20.5314418,-26.8940678,"HD 8326","HD 8326",1,1,0,,32.5591000
294.0839282,42.8095104,"Kepler-1780","Kepler-1780",1,1,0,0.90,1.2366100
284.2096557,45.2580820,"Kepler-1747","Kepler-1747",1,1,0,0.86,0.7284150
297.4600468,42.8398172,"Kepler-711","Kepler-711",1,1,0,0.70,1.5729200
291.6346564,41.8338415,"Kepler-206","Kepler-206",1,3,0,,1.6534000
295.4812018,40.7319316,"Kepler-1125","Kepler-1125",1,1,0,,0.4743510
121.9155672,31.5511553,"HD 67087","HD 67087",1,2,0,,13.0396000
297.9541684,44.6674491,"Kepler-1784","Kepler-1784",1,1,0,0.89,1.1043600
297.4771158,39.8772345,"Kepler-1154","Kepler-1154",1,2,0,1.25,0.6566970
290.6249953,44.8737757,"Kepler-540","Kepler-540",1,1,0,0.90,2.5330600
285.7227502,43.0094855,"Kepler-1595","Kepler-1595",1,1,0,,1.1551500
281.6629579,47.5685927,"Kepler-1043","Kepler-1043",1,1,0,,1.0782800
280.9005676,36.5568570,"HD 173416","HD 173416",1,1,0,,7.5366500
298.4656275,48.5593334,"Kepler-1759","Kepler-1759",1,1,0,0.76,2.5663500
291.3822988,38.1274595,"Kepler-323","Kepler-323",1,2,0,,2.1701200
284.2194566,44.2685146,"Kepler-1539","Kepler-1539",1,1,0,,1.3080100
263.3395365,5.7008254,"HD 159243","HD 159243",1,2,0,,13.6128000
293.8045041,38.6390517,"Kepler-415","Kepler-415",1,2,0,0.67,1.8574000
291.5569554,39.2272923,"Kepler-416","Kepler-416",1,3,0,1.00,1.4189200
291.4399598,37.9056293,"Kepler-683","Kepler-683",1,1,0,,0.9495190
301.2786852,44.2505116,"Kepler-1915","Kepler-1915",1,1,0,,0.6329800
293.6704404,41.4102105,"Kepler-1379","Kepler-1379",1,1,0,,1.0033100
167.0133422,-77.6548530,"HD 97048","HD 97048",1,1,0,,5.4105200
292.6422963,44.0876251,"Kepler-327","Kepler-327",1,3,0,0.58,4.1037200
296.5004384,40.7212069,"Kepler-1626","Kepler-1626",1,1,0,,0.7021190
298.3483820,47.4913021,"Kepler-29","Kepler-29",1,2,0,,1.1738500
185.1787793,17.7932516,"11 Com","11 Com",2,1,0,2.60,10.7104000
291.7262251,37.5289680,"Kepler-1798","Kepler-1798",1,1,0,0.56,2.5024000
293.9005786,50.4270507,"Kepler-1679","Kepler-1679",1,1,0,0.97,1.0722400
298.1147862,48.4943834,"Kepler-919","Kepler-919",1,1,0,1.15,0.8650980
297.1150949,41.9091092,"Kepler-11","Kepler-11",1,6,0,,1.5184100
290.2151459,41.7759810,"Kepler-269","Kepler-269",1,2,0,1.02,0.4134240
298.2948708,48.7754000,"Kepler-313","Kepler-313",1,2,0,,
282.6994685,43.2727437,"Kepler-714","Kepler-714",1,1,0,,0.4506000
64.1205476,-59.3028771,"HD 27442","HD 27442",2,1,0,0.83,54.7051000
294.9917723,40.1443964,"Kepler-1115","Kepler-1115",1,1,0,2.33,0.9890420
292.5034196,43.0832188,"Kepler-210","Kepler-210",1,2,0,,4.2675500
284.7862158,48.4232622,"Kepler-408","Kepler-408",1,1,0,1.13,11.2346000
291.6044965,41.3093275,"Kepler-1129","Kepler-1129",1,2,0,1.10,0.8167320
296.6014013,44.3252289,"Kepler-1847","Kepler-1847",1,1,0,1.07,0.5639970
296.7719082,41.7555958,"Kepler-171","Kepler-171",1,3,0,,1.1294000
290.0907893,39.8169085,"Kepler-887","Kepler-887",1,2,0,1.27,1.0991700
292.6780488,46.7266813,"Kepler-342","Kepler-342",1,4,0,1.19,1.2506400
295.1933631,39.5396946,"Kepler-624","Kepler-624",1,1,0,1.05,1.3081000
270.6304652,26.3104077,"HD 164922","HD 164922",1,4,0,0.95,45.4222000
293.1234493,40.9348005,"Kepler-598","Kepler-598",1,2,0,0.81,1.4398000
295.7855238,39.9078956,"Kepler-1551","Kepler-1551",1,1,0,1.22,0.6553390
298.8163801,43.9980203,"Kepler-521","Kepler-521",1,1,0,1.39,1.1754200
288.2341025,40.5208970,"Kepler-150","Kepler-150",1,5,0,,1.0936200
295.6848595,47.7480914,"Kepler-528","Kepler-528",1,1,0,0.95,1.2463900
282.4922622,43.9802442,"Kepler-128","Kepler-128",1,2,0,1.14,2.4942100
285.6616933,37.9645672,"Kepler-98","Kepler-98",1,1,0,0.97,2.8258900
144.2876092,-29.8004440,"HATS-64","HATS-64",1,1,0,,0.8972030
295.4220717,38.7356737,"Kepler-377","Kepler-377",1,2,0,,1.1853200
212.8207093,54.4089731,"HD 124330","HD 124330",1,1,0,1.16,16.5830000
291.0286411,43.9137055,"Kepler-1332","Kepler-1332",1,1,0,0.93,1.8626600
297.2709026,46.9284743,"Kepler-1620","Kepler-1620",1,1,0,,
283.7414249,49.0679833,"Kepler-1355","Kepler-1355",1,1,0,,1.0690700
75.2996637,-26.0541438,"WASP-61","WASP-61",1,1,0,1.22,2.0176200
292.7700072,48.8998469,"Kepler-1826","Kepler-1826",1,1,0,0.51,2.9392000
290.1498822,41.4645625,"Kepler-1506","Kepler-1506",1,1,0,1.08,0.3931090
175.5252399,-23.3548451,"HATS-1","HATS-1",1,1,0,0.99,3.4933600
171.0147921,-19.5569588,"HATS-74","HATS-74 A",2,1,0,0.60,3.3136500
234.5723244,-80.8034265,"TOI-913","TOI-913",1,1,0,0.82,15.3139000
289.1122204,51.7373589,"Kepler-682","Kepler-682",1,1,0,0.95,0.4756470
287.2632091,34.6006972,"HD 178911","HD 178911 B",3,1,0,,24.3775000
286.9584368,42.5414090,"Kepler-1376","Kepler-1376",1,1,0,0.97,1.1233200
296.5105045,39.1732645,"Kepler-1944","Kepler-1944",1,1,0,1.07,0.9013740
246.3557854,54.3033625,"GJ 625","GJ 625",1,1,0,,154.4710000
99.4200181,-12.9856593,"HD 47366","HD 47366",1,2,0,,11.8263000
288.8834740,39.7446547,"Kepler-1500","Kepler-1500",1,1,0,,0.7925920
291.6067189,42.0359783,"Kepler-1686","Kepler-1686",1,1,0,,1.3413900
281.2985305,42.6856727,"Kepler-1477","Kepler-1477",1,1,0,,1.4400500
348.9745031,-9.0878076,"91 Aqr","91 Aqr",3,1,0,,22.6884000
284.4903166,42.6482636,"Kepler-1791","Kepler-1791",1,1,0,,
290.7476903,48.2419838,"Kepler-552","Kepler-552",1,1,0,,1.1565000
48.1943193,-1.1963955,"HD 19994","HD 19994",3,1,0,,44.3695000
300.9092476,29.8945410,"HD 190360","HD 190360",2,2,0,0.96,62.4443000
69.4681379,60.6762985,"HD 29021","HD 29021",1,1,0,0.85,32.2355000
167.5966158,43.9189897,"HD 96992","HD 96992",1,1,0,,2.4989600
297.3915731,-37.7809929,"HD 187085","HD 187085",1,1,0,,21.7580000
325.8537599,-7.4082451,"HD 206610","HD 206610",1,1,0,,6.7669600
199.1923480,9.4249781,"GJ 504","GJ 504",1,1,0,,57.0186000
118.4209646,-63.6466892,"HD 65216","HD 65216",3,2,0,0.90,28.4445000
72.1529519,-5.6751152,"HD 30562","HD 30562",1,1,0,,38.1981000
283.1038438,43.1480487,"Kepler-1188","Kepler-1188",1,1,0,1.10,0.5532610
294.3255898,46.0022646,"Kepler-326","Kepler-326",1,3,0,0.91,2.0230800
284.0945699,41.1828131,"Kepler-971","Kepler-971",1,1,0,,2.9268200
295.9755645,44.7133739,"Kepler-1533","Kepler-1533",1,1,0,,1.0058300
296.0223010,44.7326691,"Kepler-1959","Kepler-1959",1,1,0,,2.0579900
292.4275963,37.3207616,"Kepler-1828","Kepler-1828",1,1,0,,1.1187500
298.0230967,43.3634761,"Kepler-315","Kepler-315",1,2,0,,0.8336820
287.4441104,38.0884183,"Kepler-771","Kepler-771",1,1,0,,0.6888040
289.0860607,41.5630224,"Kepler-92","Kepler-92",1,3,0,,2.0634700
262.1700476,-46.8989826,"GJ 674","GJ 674",1,1,0,,219.8010000
293.8817361,49.6831419,"Kepler-1041","Kepler-1041",1,1,0,1.04,0.6442060
285.2919300,41.2557275,"Kepler-1849","Kepler-1849",1,1,0,,1.5542300
290.2151459,41.7759810,"Kepler-269","Kepler-269",1,2,0,,0.4134240
291.8343455,39.3073462,"Kepler-331","Kepler-331",1,3,0,,1.6959800
293.5958044,39.0294267,"Kepler-791","Kepler-791",1,1,0,1.24,0.7616880
38.8323674,-3.5624887,"HD 16141","HD 16141",2,1,0,1.06,26.4360000
296.3855467,48.2334177,"Kepler-590","Kepler-590",1,1,0,1.02,0.6746470
289.3586737,50.5984489,"Kepler-1082","Kepler-1082",1,1,0,0.88,1.3233200
292.9552704,47.5730433,"Kepler-1577","Kepler-1577",1,1,0,0.95,1.9321400
286.7156676,48.6452552,"Kepler-1270","Kepler-1270",1,1,0,,0.8843130
286.3782987,43.0732287,"Kepler-1606","Kepler-1606",1,1,0,,1.1745300
295.5678578,42.4781064,"Kepler-1134","Kepler-1134",1,1,0,,1.0314200
292.3012109,38.2669983,"Kepler-1094","Kepler-1094",1,1,0,1.04,0.7472340
318.7405221,-20.7897284,"HD 202206","HD 202206",2,1,0,1.07,21.7264000
53.2284306,-9.4581715,"eps Eri","eps Eri",1,1,0,0.86,312.2190000
291.0837644,40.3552252,"Kepler-891","Kepler-891",1,1,0,,0.3982850
297.0454037,46.3286653,"KIC 9663113","KIC 9663113",1,2,0,,0.5984860
296.6014013,44.3252289,"Kepler-1847","Kepler-1847",1,1,0,,0.5639970
295.2264739,50.5592348,"Kepler-197","Kepler-197",2,4,0,,2.9962800
287.8055442,45.3405371,"Kepler-1269","Kepler-1269",1,1,0,,0.8826190
286.3363574,25.9204327,"HD 177830","HD 177830",2,2,0,1.37,15.9030000
242.5481731,-84.2317494,"HD 142022","HD 142022 A",2,1,0,,29.1424000
290.3926795,40.2849074,"Kepler-109","Kepler-109",1,2,0,1.04,2.0772800
294.4335228,38.3554729,"Kepler-418","Kepler-418",1,2,0,,0.9690690
103.7002499,33.2664632,"GJ 251","GJ 251",1,1,0,,179.1640000
285.2763652,39.4468274,"Kepler-1304","Kepler-1304",1,1,0,,0.4298570
290.4209694,37.8516556,"Kepler-19","Kepler-19",1,3,0,0.92,4.5465100
289.2898190,40.6816262,"Kepler-1438","Kepler-1438",1,1,0,1.02,0.8393230
11.1125532,-26.5150392,"HD 4208","HD 4208",1,1,0,,29.2163000
288.4691070,46.7836464,"Kepler-1598","Kepler-1598",1,1,0,,1.5845300
218.5684823,-12.5170062,"HN Lib","HN Lib",1,1,0,0.32,160.1140000
285.7174414,44.7583487,"Kepler-1389","Kepler-1389",1,1,0,0.80,1.9829400
287.3612976,43.7388000,"Kepler-1778","Kepler-1778",1,1,0,,0.7550710
289.5532320,43.8761160,"Kepler-175","Kepler-175",1,2,0,,0.7334670
287.7808115,47.6298453,"Kepler-164","Kepler-164",1,4,0,1.14,1.0938700
292.0446280,37.3761861,"Kepler-264","Kepler-264",1,2,0,1.37,1.0329000
293.4548441,44.7927823,"Kepler-724","Kepler-724",1,1,0,,1.1439900
286.2858998,43.3205085,"Kepler-1005","Kepler-1005",1,1,0,,1.7323000
294.2020505,40.6633313,"Kepler-239","Kepler-239",1,2,0,,1.5149900
283.0398448,48.8253303,"Kepler-298","Kepler-298",1,3,0,0.66,1.9012100
