ra,dec,sy_name,hostname,sy_snum,sy_pnum,sy_mnum,st_mass,sy_plx
342.0316493,-14.4947789,"K2-265","K2-265",2,1,0,0.94,7.1829000
160.5941265,4.4413751,"K2-239","K2-239",1,3,0,,32.1414000
246.6114157,-24.9699462,"K2-52","K2-52",1,1,0,1.13,0.9393810
240.0333095,-23.1894196,"K2-38","K2-38",1,2,0,,5.1624800
205.2371043,-11.0093342,"K2-193","K2-193",1,1,0,,2.3988900
208.7737624,-5.4424943,"K2-99","K2-99",1,1,0,1.14,1.8983600
172.1216476,1.6906217,"K2-10","K2-10",1,1,0,0.94,3.6432300
253.7688479,-28.7105836,"K2-237","K2-237",1,1,0,1.26,3.1485800
351.1353785,-5.1641451,"K2-329","K2-329",1,1,0,0.91,4.2590700
16.2274724,7.2692169,"K2-281","K2-281",1,1,0,0.71,2.1541900
126.5535002,12.2818510,"K2-115","K2-115",1,1,0,,2.3891100
205.4445125,-10.8625468,"EPIC 212587672","EPIC 212587672",1,2,0,0.95,3.0971300
207.6554928,-6.8040714,"Qatar-2","Qatar-2",1,1,0,,5.4849000
171.9336590,-0.0628488,"K2-164","K2-164",1,1,0,,2.6340900
129.2823699,20.3992512,"K2-274","K2-274",1,1,0,,4.3533300
339.9192984,-8.7145697,"K2-74","K2-74",1,1,0,0.96,2.6188000
156.4054989,2.5138829,"K2-321","K2-321",1,1,0,0.60,12.8433000
171.5151874,1.2306237,"K2-27","K2-27",3,1,0,1.01,3.9772300
355.6304152,-9.7135814,"K2-389","K2-389",1,2,0,0.94,3.8295900
12.8452963,8.8675474,"K2-219","K2-219",1,3,0,1.02,3.0448600
177.3202331,3.4755183,"K2-49","K2-49",1,1,0,,2.1595400
340.3037846,-14.4893256,"K2-21","K2-21",1,2,0,,11.9265000
335.6233145,-7.9563525,"K2-28","K2-28",1,1,0,0.26,15.8456000
338.9425500,-14.0277270,"K2-59","K2-59",1,2,0,0.77,3.1837800
174.9602543,0.6035960,"K2-19","K2-19",1,3,0,,3.4229800
288.0267612,-21.0075789,"K2-381","K2-381",1,3,0,,6.8350800
342.6918241,-14.0700007,"K2-57","K2-57",1,1,0,,3.7561500
57.4854562,14.5020556,"K2-81","K2-81",1,1,0,0.75,3.9348600
186.8729195,-6.7218474,"K2-229","K2-229",1,2,0,0.87,9.7229100
188.1373172,-9.6076115,"K2-140","K2-140",1,1,0,1.02,2.8473100
157.9356855,0.9372782,"K2-266","K2-266",2,4,0,,12.8650000
337.0442461,-14.5993376,"K2-169","K2-169",1,1,0,,4.2132200
76.4459400,21.5481990,"K2-291","K2-291",1,1,0,0.93,11.0758000
289.0667070,-17.9107147,"K2-139","K2-139",1,1,0,0.95,6.4710100
173.9385102,4.6164303,"EPIC 201757695","EPIC 201757695",1,1,0,0.73,
190.7462412,-4.0501059,"HIP 62039","HD 110537",1,1,0,,22.1511000
329.7262534,-10.8750666,"K2-369","K2-369",1,1,0,,5.3612500
338.6062312,-13.7318044,"K2-60","K2-60",1,1,0,,2.0052300
135.3350487,18.8252879,"K2-186","K2-186",1,1,0,1.02,2.9954200
186.8729195,-6.7218474,"K2-229","K2-229",1,2,0,,9.7229100
171.5151874,1.2306237,"K2-27","K2-27",3,1,0,0.92,3.9772300
130.0266951,19.0923416,"K2-146","K2-146",1,2,0,,12.5821000
347.7043164,-7.8575592,"K2-238","K2-238",1,1,0,,
14.8759777,4.2277722,"K2-214","K2-214",1,1,0,,3.2979600
348.9490311,-10.8497391,"K2-138","K2-138",1,6,0,,4.9079500
52.3420548,22.2993491,"K2-30","K2-30",1,1,0,,2.9739100
290.2705419,-19.6908744,"K2-130","K2-130",1,1,0,0.69,8.4450800
99.8979924,25.4824005,"HAT-P-54","HAT-P-54",1,1,0,,6.9325200
126.4882114,11.5110933,"K2-98","K2-98",1,1,0,,1.8999100
133.0992289,13.2330548,"HD 75784","HD 75784",1,2,0,1.26,11.6770000
55.2559307,13.5191871,"K2-79","K2-79",1,1,0,0.91,3.8775000
333.7518786,-17.2508002,"K2-55","K2-55",1,1,0,0.67,6.2399700
172.1216476,1.6906217,"K2-10","K2-10",1,1,0,0.92,3.6432300
21.1061587,1.7049101,"K2-211","K2-211",1,1,0,0.88,3.6444700
69.3405531,26.8502997,"2MASS J04372171+2651014","2MASS J04372171+2651014",1,1,0,0.62,7.7552400
232.4461375,-17.5574630,"K2-318","K2-318",1,1,0,,6.7344600
127.7628370,10.8475571,"K2-97","K2-97",1,1,0,1.20,1.1092700
346.6263919,-5.0434618,"TRAPPIST-1","TRAPPIST-1",1,7,0,0.08,
126.5535002,12.2818510,"K2-115","K2-115",1,1,0,,2.3891100
17.3825067,-0.5177539,"K2-204","K2-204",1,1,0,1.01,1.7039600
14.5176494,-0.1932580,"K2-148","K2-148",2,3,0,,8.0061500
170.1554763,2.5027534,"K2-13","K2-13",1,1,0,,2.8921600
311.0427558,-39.2254856,"WASP-7","WASP-7",1,1,0,1.28,6.1330300
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,0.77,26.4508000
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,1.18,2.0676000
285.2685283,48.5598835,"Kepler-447","Kepler-447",1,1,0,0.76,3.7020600
116.7163868,39.0944695,"XO-5","XO-5",1,1,0,,3.5923800
285.0965172,-54.8933408,"HATS-29","HATS-29",1,1,0,,2.7976900
291.7770457,1.3836634,"CoRoT-2","CoRoT-2",2,1,0,0.89,4.6607600
347.4928024,18.3961597,"WASP-21","WASP-21",1,1,0,0.89,3.8412500
287.8872376,46.2761224,"Kepler-105","Kepler-105",1,2,0,1.18,2.1490300
152.2182549,69.2766204,"TOI-1235","TOI-1235",1,1,0,,25.2016000
5.1669536,31.9899732,"WASP-1","WASP-1",2,1,0,1.24,2.5170700
166.3187996,-34.1227453,"WASP-175","WASP-175",1,1,0,1.21,1.8260200
108.3014090,-42.4097623,"KELT-14","KELT-14",1,1,0,1.24,3.9693100
339.0258401,-17.0003046,"HATS-72","HATS-72",1,1,0,0.73,7.8090000
135.3443583,6.0970828,"HAT-P-42","HAT-P-42",1,1,0,1.18,2.4395700
118.0634379,12.1393474,"HAT-P-50","HAT-P-50",1,1,0,1.27,1.9129300
116.7163868,39.0944695,"XO-5","XO-5",1,1,0,0.97,3.5923800
140.1029654,33.8823291,"WASP-13","WASP-13",1,1,0,,4.3669600
354.7740917,42.4659866,"HAT-P-6","HAT-P-6",1,1,0,1.50,3.6035700
296.6884420,-63.5656488,"HATS-35","HATS-35",1,1,0,,1.9155600
150.5726262,53.9508237,"HAT-P-66","HAT-P-66",1,1,0,1.15,1.0395800
18.9953122,21.6169065,"WASP-186","WASP-186",1,1,0,1.22,3.5621200
183.3660401,23.0556870,"WASP-56","WASP-56",2,1,0,1.11,3.0864800
314.2685227,31.6610186,"KELT-16","KELT-16",2,1,0,1.21,2.2208400
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,1.08,2.0676000
165.6904843,-16.4064445,"LP 791-18","LP 791-18",1,3,0,0.14,37.7177000
240.5492745,28.1696248,"XO-1","XO-1",1,1,0,1.00,6.0853700
24.3544618,-45.6777937,"WASP-18","WASP-18",2,2,0,1.20,8.0694300
354.1686959,-34.6113042,"WASP-173","WASP-173 A",2,1,0,1.05,4.2635800
284.6351885,40.7198296,"Kepler-506","Kepler-506",1,1,0,1.18,4.3488000
316.6318791,-26.6928654,"TOI-172","TOI-172",1,1,0,,2.8899900
330.7950219,18.8842419,"HD 209458","HD 209458",1,1,0,,20.6745000
319.6995877,-26.6163743,"HD 202772","HD 202772 A",2,1,0,,6.1655400
243.9597194,10.0324103,"WASP-38","WASP-38",1,1,0,1.23,7.3114600
343.0414932,35.4471778,"HAT-P-8","HAT-P-8",3,1,0,1.19,4.6984400
74.7376264,-50.6274153,"TOI-871","TOI-871",1,1,0,,14.6667000
301.6301790,15.9891418,"TOI-5799","TOI-5799",1,1,0,,35.9264000
313.7882932,-34.1357240,"WASP-94","WASP-94 B",2,2,0,,4.7634800
330.7950219,18.8842419,"HD 209458","HD 209458",1,1,0,1.15,20.6745000
211.0135378,-30.0141252,"TOI-4559","TOI-4559",1,1,0,0.39,31.5815000
277.9436300,56.6506789,"TOI-2180","TOI-2180",1,1,0,,8.5411600
164.1138903,-72.9851736,"TOI-771","TOI-771",1,1,0,0.21,39.5300000
209.3886452,43.4933100,"HAT-P-12","HAT-P-12",1,1,0,,6.9763200
240.1724810,83.2586589,"TOI-1739","TOI-1739",1,1,0,,14.0592000
209.3886452,43.4933100,"HAT-P-12","HAT-P-12",1,1,0,,6.9763200
292.2873012,43.1972542,"Kepler-435","Kepler-435",1,1,0,1.67,0.6761650
307.7255587,6.4293305,"WASP-2","WASP-2",2,1,0,0.89,6.4979500
7.7095292,-40.5734613,"WASP-190","WASP-190",1,1,0,,1.8156900
112.4192251,-29.9379163,"HATS-39","HATS-39",1,1,0,1.42,1.1208000
296.1328135,48.9773095,"Kepler-396","Kepler-396",1,2,0,0.85,4.4406400
165.1671980,64.9638452,"KPS-1","KPS-1",1,1,0,0.89,3.7780000
127.3872297,-12.9447683,"WASP-169","WASP-169",1,1,0,1.17,1.5664700
307.7255587,6.4293305,"WASP-2","WASP-2",2,1,0,0.90,6.4979500
330.7950219,18.8842419,"HD 209458","HD 209458",1,1,0,1.15,20.6745000
150.5726262,53.9508237,"HAT-P-66","HAT-P-66",1,1,0,,1.0395800
142.7434060,26.5399951,"TOI-1789","TOI-1789",1,1,0,1.51,4.3371600
125.6174070,13.7353093,"KELT-17","KELT-17",1,1,0,1.64,4.3867800
287.8872376,46.2761224,"Kepler-105","Kepler-105",1,2,0,0.94,2.1490300
63.7562662,-22.1163901,"WASP-78","WASP-78",1,1,0,1.18,1.2967900
66.3709016,-30.6004362,"WASP-79","WASP-79",1,1,0,,4.0249700
322.2537644,-58.8361466,"WASP-145","WASP-145 A",2,1,0,0.75,10.9242000
196.0437932,-35.5495292,"WASP-167","WASP-167",1,1,0,1.59,2.3341600
62.6160813,-45.8982434,"WASP-120","WASP-120",1,1,0,1.36,2.5946700
191.7028214,-24.4273897,"HATS-31","HATS-31",1,1,0,1.15,1.2636900
183.3660401,23.0556870,"WASP-56","WASP-56",2,1,0,1.11,3.0864800
117.4149764,-52.1204471,"KELT-15","KELT-15",2,1,0,1.33,3.0512100
7.0539375,42.0613451,"Qatar-5","Qatar-5",1,1,0,,2.6925500
274.7012534,45.1722194,"WASP-58","WASP-58",2,1,0,,3.4146900
347.4928024,18.3961597,"WASP-21","WASP-21",1,1,0,1.08,3.8412500
224.8728589,46.9600996,"WASP-113","WASP-113",1,1,0,1.08,2.2692700
195.9818362,30.6401450,"KELT-6","KELT-6",1,2,0,,4.1255000
123.2507030,4.7870288,"HAT-P-35","HAT-P-35",3,1,0,1.18,1.9447800
346.8701486,21.1340376,"HR 8799","HR 8799",1,4,0,1.61,24.2175000
110.5126861,-57.3849980,"TOI-481","TOI-481",1,1,0,1.04,5.5465100
296.1328135,48.9773095,"Kepler-396","Kepler-396",1,2,0,0.92,4.4406400
296.6884420,-63.5656488,"HATS-35","HATS-35",1,1,0,1.32,1.9155600
13.0009159,34.7284020,"HAT-P-28","HAT-P-28",1,1,0,1.01,2.4632700
190.6188034,-30.6398176,"WASP-41","WASP-41",1,2,0,0.90,6.0924700
292.2873012,43.1972542,"Kepler-435","Kepler-435",1,1,0,0.96,0.6761650
0.3257610,-8.9262512,"WASP-136","WASP-136",1,1,0,1.13,3.6009100
112.9654210,-73.6060358,"TOI-150","TOI-150",1,1,0,1.25,2.9449700
86.7382280,-11.2353401,"TOI-892","TOI-892",1,1,0,1.28,2.9083000
168.6376584,25.7105962,"HD 97658","HD 97658",1,1,0,0.77,46.3494000
283.3054489,24.1272483,"KELT-8","KELT-8",1,1,0,1.21,5.0326700
285.5739904,38.4008192,"Kepler-9","Kepler-9",1,3,0,1.03,1.5629400
284.6351885,40.7198296,"Kepler-506","Kepler-506",1,1,0,1.19,4.3488000
152.2182549,69.2766204,"TOI-1235","TOI-1235",1,1,0,,25.2016000
195.7940145,-41.3848617,"WASP-174","WASP-174",1,1,0,1.24,2.4114300
68.1364792,-38.9682973,"WASP-159","WASP-159",1,1,0,1.41,1.3689200
5.1605621,-23.9357894,"WASP-20","WASP-20",2,1,0,1.20,
118.4831501,23.9382192,"HAT-P-68","HAT-P-68",1,1,0,0.68,4.9179300
144.8751047,-20.9824191,"WASP-166","WASP-166",1,1,0,1.14,8.7300600
299.4070341,44.0350387,"Kepler-5","Kepler-5",1,1,0,1.32,1.0829400
75.8462827,-54.1777213,"TOI-269","TOI-269",1,1,0,0.39,17.5080000
161.7069053,-9.3993646,"KELT-11","KELT-11",1,1,0,1.44,10.0562000
140.1029654,33.8823291,"WASP-13","WASP-13",1,1,0,1.22,4.3669600
260.1161719,38.2421682,"HAT-P-14","HAT-P-14",2,1,0,1.42,4.4623300
288.5814928,41.0897335,"Kepler-7","Kepler-7",1,1,0,1.10,1.0554500
111.9164295,24.3361185,"HAT-P-20","HAT-P-20",1,1,0,0.73,14.0483000
286.2434458,50.0403671,"Kepler-12","Kepler-12",1,1,0,1.16,1.1057000
206.7357992,6.3498994,"HR 5183","HR 5183",2,1,0,1.07,31.7568000
111.9164295,24.3361185,"HAT-P-20","HAT-P-20",1,1,0,0.76,14.0483000
110.1685157,37.1405946,"HAT-P-9","HAT-P-9",1,1,0,1.28,2.1687000
103.5173558,-27.0504156,"HATS-41","HATS-41",1,1,0,1.50,1.3272500
284.6351885,40.7198296,"Kepler-506","Kepler-506",1,1,0,1.16,4.3488000
278.6317411,35.6614312,"WASP-3","WASP-3",3,1,0,1.24,4.2973700
29.2634506,0.7588247,"WASP-71","WASP-71",1,1,0,1.18,2.7288900
222.7673221,5.9473626,"HAT-P-27","HAT-P-27",2,1,0,0.92,4.9922000
298.0794448,44.7462480,"Kepler-18","Kepler-18",1,3,0,0.88,2.2804300
127.3872297,-12.9447683,"WASP-169","WASP-169",1,1,0,1.34,1.5664700
296.4797624,49.9376486,"Kepler-51","Kepler-51",1,3,0,1.05,1.2472600
112.4192251,-29.9379163,"HATS-39","HATS-39",1,1,0,1.38,1.1208000
286.0408755,36.6325360,"TrES-1","TrES-1",2,1,0,1.04,6.2346400
224.8728589,46.9600996,"WASP-113","WASP-113",1,1,0,1.32,2.2692700
223.8199788,-2.0576866,"WASP-57","WASP-57",1,1,0,1.06,2.4826100
222.1654705,-57.5888666,"TOI-824","TOI-824",1,1,0,0.71,15.6142000
160.5587646,-3.8349989,"WASP-127","WASP-127",2,1,0,1.08,6.2408700
61.6616887,20.3030344,"HD 284149","HD 284149 A",2,1,0,1.13,8.4600100
319.9496969,-58.1489328,"WASP-73","WASP-73",1,1,0,1.34,3.1292300
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,,26.4508000
279.2624729,40.0186905,"WASP-153","WASP-153",1,1,0,1.05,1.6103200
120.6116787,64.7971531,"TOI-1728","TOI-1728",1,1,0,0.65,16.4191000
148.6431193,40.3879446,"KELT-3","KELT-3",2,1,0,1.28,4.7315300
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,1.18,2.0676000
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,1.08,2.0676000
269.1479583,-29.5392222,"OGLE-TR-56","OGLE-TR-56",1,1,0,1.23,
16.7786879,-75.1989452,"TOI-169","TOI-169",1,1,0,1.15,2.4232800
126.3378248,-11.5009889,"WASP-161","WASP-161",1,1,0,1.39,2.8863500
168.2929079,-17.6577794,"WASP-162","WASP-162",1,1,0,0.96,3.1888000
149.1235154,-24.0991859,"HD 86226","HD 86226",1,2,0,1.06,21.8612000
298.0794448,44.7462480,"Kepler-18","Kepler-18",1,3,0,0.88,2.2804300
299.4070341,44.0350387,"Kepler-5","Kepler-5",1,1,0,1.30,1.0829400
287.8872376,46.2761224,"Kepler-105","Kepler-105",1,2,0,0.94,2.1490300
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,0.81,26.4508000
188.2662048,44.9153672,"HAT-P-36","HAT-P-36",1,1,0,1.05,3.3677600
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,0.81,26.4508000
286.2434458,50.0403671,"Kepler-12","Kepler-12",1,1,0,1.09,1.1057000
123.9498431,5.8368669,"HAT-P-30","HAT-P-30",2,1,0,1.25,4.6449800
297.3226523,4.6724124,"HAT-P-41","HAT-P-41",2,1,0,1.28,2.8438600
354.7740917,42.4659866,"HAT-P-6","HAT-P-6",1,1,0,1.79,3.6035700
327.6643837,10.4634233,"WASP-114","WASP-114 B",2,1,0,0.58,2.3896200
322.0510568,-21.7274194,"HD 204313","HD 204313",1,3,0,1.02,20.8943000
288.5814928,41.0897335,"Kepler-7","Kepler-7",1,1,0,1.37,1.0554500
303.3818697,65.1623313,"Qatar-1","Qatar-1",1,1,0,0.80,5.3586600
339.0258401,-17.0003046,"HATS-72","HATS-72",1,1,0,,7.8090000
23.5934253,-66.6763495,"TOI-125","TOI-125",1,3,0,0.86,8.9754600
315.4771912,-13.4333821,"WASP-70","WASP-70 A",2,1,0,1.04,4.4695800
229.9912200,36.2295450,"HAT-P-4","HAT-P-4",2,1,0,1.10,3.0919400
330.7950219,18.8842419,"HD 209458","HD 209458",1,1,0,1.00,20.6745000
97.6366450,29.6722662,"WASP-12","WASP-12",3,1,0,1.17,2.3122400
190.1519558,-19.2843527,"WASP-83","WASP-83",1,1,0,1.11,3.6606600
103.5173558,-27.0504156,"HATS-41","HATS-41",1,1,0,,1.3272500
279.2624729,40.0186905,"WASP-153","WASP-153",1,1,0,1.34,1.6103200
294.3068385,-22.2044872,"HATS-10","HATS-10",1,1,0,1.10,1.8411800
222.7673221,5.9473626,"HAT-P-27","HAT-P-27",2,1,0,0.92,4.9922000
218.2766247,21.8946875,"WASP-14","WASP-14",3,1,0,1.62,6.1442200
315.5319489,7.0562793,"WASP-90","WASP-90",1,1,0,,2.1199600
292.2873012,43.1972542,"Kepler-435","Kepler-435",1,1,0,1.54,0.6761650
260.1161719,38.2421682,"HAT-P-14","HAT-P-14",2,1,0,1.43,4.4623300
91.0897193,-16.9653901,"WASP-49","WASP-49",2,1,0,0.99,5.1113200
117.4149764,-52.1204471,"KELT-15","KELT-15",2,1,0,1.18,3.0512100
150.5726262,53.9508237,"HAT-P-66","HAT-P-66",1,1,0,1.25,1.0395800
292.2873012,43.1972542,"Kepler-435","Kepler-435",1,1,0,1.24,0.6761650
284.2960393,51.2691212,"HAT-P-37","HAT-P-37",1,1,0,0.93,2.5313800
274.4055335,36.6214617,"HAT-P-5","HAT-P-5",1,1,0,,3.2678600
5.2377567,-35.9984650,"WASP-45","WASP-45",2,1,0,0.91,4.7064300
227.2095564,2.3420425,"WASP-24","WASP-24 Ba",3,1,0,0.49,2.9139300
291.7770457,1.3836634,"CoRoT-2","CoRoT-2",2,1,0,0.97,4.6607600
103.4128333,12.8815784,"TOI-530","TOI-530",1,1,0,0.53,6.6938300
183.3660401,23.0556870,"WASP-56","WASP-56",2,1,0,0.71,3.0864800
303.1954355,18.1047776,"HAT-P-34","HAT-P-34",1,1,0,4.26,3.9827200
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,1.11,2.0676000
148.6431193,40.3879446,"KELT-3","KELT-3",2,1,0,1.28,4.7315300
130.5056385,3.7105662,"HAT-P-69","HAT-P-69",1,1,0,,2.9020600
92.6640226,30.9571333,"KELT-2","KELT-2 A",2,1,0,1.31,7.4309400
299.4070341,44.0350387,"Kepler-5","Kepler-5",1,1,0,,1.0829400
284.6351885,40.7198296,"Kepler-506","Kepler-506",1,1,0,1.18,4.3488000
298.0794448,44.7462480,"Kepler-18","Kepler-18",1,3,0,0.93,2.2804300
91.0897193,-16.9653901,"WASP-49","WASP-49",2,1,0,1.00,5.1113200
356.6667136,31.1559115,"WASP-60","WASP-60",1,1,0,1.08,2.2916300
348.3372026,57.1696255,"HD 219134","HD 219134",1,6,0,0.79,153.0810000
288.5814928,41.0897335,"Kepler-7","Kepler-7",1,1,0,1.41,1.0554500
287.8872376,46.2761224,"Kepler-105","Kepler-105",1,2,0,1.18,2.1490300
110.3880285,58.2681094,"XO-4","XO-4",1,1,0,1.32,3.6392100
180.1650720,-45.7994559,"HATS-56","HATS-56",1,1,0,1.31,1.7437100
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,1.08,2.0676000
287.8872376,46.2761224,"Kepler-105","Kepler-105",1,2,0,1.08,2.1490300
72.6605916,1.8938365,"WASP-82","WASP-82",1,1,0,1.30,3.5992400
157.0626200,25.5731366,"KELT-4","KELT-4 A",3,1,0,,4.5576700
239.9622479,-28.0617941,"WASP-17","WASP-17",1,1,0,,2.4365600
100.5712467,-29.7767800,"HATS-40","HATS-40",1,1,0,1.56,0.7161180
123.2507030,4.7870288,"HAT-P-35","HAT-P-35",3,1,0,,1.9447800
107.6002312,-39.0972705,"WASP-121","WASP-121",1,1,0,1.35,3.6763100
161.7069053,-9.3993646,"KELT-11","KELT-11",1,1,0,,10.0562000
307.7255587,6.4293305,"WASP-2","WASP-2",2,1,0,0.83,6.4979500
102.8474248,-29.0586551,"HATS-51","HATS-51",1,1,0,1.19,2.5383400
176.6283230,-33.8600764,"HATS-53","HATS-53",1,1,0,1.01,1.6785200
303.3818697,65.1623313,"Qatar-1","Qatar-1",1,1,0,0.84,5.3586600
102.8474248,-29.0586551,"HATS-51","HATS-51",1,1,0,,2.5383400
91.0897193,-16.9653901,"WASP-49","WASP-49",2,1,0,,5.1113200
92.6640226,30.9571333,"KELT-2","KELT-2 A",2,1,0,,7.4309400
135.3443583,6.0970828,"HAT-P-42","HAT-P-42",1,1,0,,2.4395700
319.9496969,-58.1489328,"WASP-73","WASP-73",1,1,0,1.16,3.1292300
343.0414932,35.4471778,"HAT-P-8","HAT-P-8",3,1,0,1.28,4.6984400
285.5739904,38.4008192,"Kepler-9","Kepler-9",1,3,0,1.02,1.5629400
268.3043361,37.2117397,"TrES-4","TrES-4",2,1,0,1.39,1.9095000
112.9654210,-73.6060358,"TOI-150","TOI-150",1,1,0,1.10,2.9449700
286.8085258,49.3164211,"TrES-2","TrES-2",2,1,0,0.99,4.6154300
110.3880285,58.2681094,"XO-4","XO-4",1,1,0,1.24,3.6392100
261.3495847,52.7904721,"HD 158259","HD 158259",1,5,0,1.04,36.9399000
113.7582526,17.8300283,"HAT-P-39","HAT-P-39",2,1,0,1.32,1.4063600
62.6160813,-45.8982434,"WASP-120","WASP-120",1,1,0,,2.5946700
287.8872376,46.2761224,"Kepler-105","Kepler-105",1,2,0,1.08,2.1490300
298.0794448,44.7462480,"Kepler-18","Kepler-18",1,3,0,0.88,2.2804300
206.0940142,48.0285650,"HAT-P-3","HAT-P-3",2,1,0,0.90,7.4031100
315.5319489,7.0562793,"WASP-90","WASP-90",1,1,0,1.55,2.1199600
298.0794448,44.7462480,"Kepler-18","Kepler-18",1,3,0,0.88,2.2804300
277.4780753,85.2333208,"XO-7","XO-7",1,1,0,1.14,4.2419500
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,0.83,26.4508000
330.7950219,18.8842419,"HD 209458","HD 209458",1,1,0,1.06,20.6745000
196.0437932,-35.5495292,"WASP-167","WASP-167",1,1,0,,2.3341600
359.1519716,36.2129562,"Qatar-3","Qatar-3",1,1,0,1.19,1.3315700
160.6023689,7.4350768,"WASP-104","WASP-104",2,1,0,,5.3498200
24.6051389,-55.7720006,"WASP-97","WASP-97",1,1,0,1.18,6.5906400
123.9498431,5.8368669,"HAT-P-30","HAT-P-30",2,1,0,1.24,4.6449800
33.1310921,51.7787754,"HAT-P-29","HAT-P-29",2,1,0,,3.1609900
296.1328135,48.9773095,"Kepler-396","Kepler-396",1,2,0,,4.4406400
359.1519716,36.2129562,"Qatar-3","Qatar-3",1,1,0,,1.3315700
67.2228465,-21.4820568,"HATS-5","HATS-5",1,1,0,0.90,4.0299800
142.7434060,26.5399951,"TOI-1789","TOI-1789",1,1,0,1.10,4.3371600
7.3289156,-76.3040320,"HD 2685","HD 2685",1,1,0,1.46,5.0510900
108.4523991,-33.4373462,"HATS-42","HATS-42",1,1,0,1.27,1.2207000
267.2848846,29.8790428,"WASP-135","WASP-135",1,1,0,,3.3244200
284.4439052,69.5708373,"Qatar-10","Qatar-10",1,1,0,,1.7599000
287.8872376,46.2761224,"Kepler-105","Kepler-105",1,2,0,1.09,2.1490300
291.7765048,1.3826670,"CoRoT-2","2MASS J19270636+0122577",2,1,0,,4.9003600
246.6920395,51.0411328,"WASP-92","WASP-92",1,1,0,1.19,1.7076400
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,0.79,26.4508000
353.5629149,-42.0617794,"WASP-4","WASP-4",1,1,0,,3.7145100
353.5629149,-42.0617794,"WASP-4","WASP-4",1,1,0,,3.7145100
90.3083455,34.7730904,"TOI-1693","TOI-1693",1,1,0,,32.4443000
353.5629149,-42.0617794,"WASP-4","WASP-4",1,1,0,0.86,3.7145100
90.0625878,11.8840577,"TOI-2497","TOI-2497",1,1,0,1.43,3.4771500
353.5629149,-42.0617794,"WASP-4","WASP-4",1,1,0,,3.7145100
90.3083455,34.7730904,"TOI-1693","TOI-1693",1,1,0,0.49,32.4443000
95.4162204,11.2516477,"TOI-2498","TOI-2498",1,1,0,1.12,3.6053200
353.5629149,-42.0617794,"WASP-4","WASP-4",1,1,0,0.93,3.7145100
353.5629149,-42.0617794,"WASP-4","WASP-4",1,1,0,0.93,3.7145100
353.5629149,-42.0617794,"WASP-4","WASP-4",1,1,0,0.91,3.7145100
304.2079924,3.2939492,"WASP-81","WASP-81",1,1,0,1.09,2.4816300
299.4070341,44.0350387,"Kepler-5","Kepler-5",1,1,0,1.32,1.0829400
286.0408755,36.6325360,"TrES-1","TrES-1",2,1,0,0.90,6.2346400
277.4780753,85.2333208,"XO-7","XO-7",1,1,0,,4.2419500
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,0.83,26.4508000
194.0089640,-12.9560310,"VHS J125601.92-125723.9","VHS J125601.92-125723.9",2,1,0,0.07,
194.0089640,-12.9560310,"VHS J125601.92-125723.9","VHS J125601.92-125723.9",2,1,0,,
111.9164295,24.3361185,"HAT-P-20","HAT-P-20",1,1,0,,14.0483000
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,1.08,2.0676000
149.1235154,-24.0991859,"HD 86226","HD 86226",1,2,0,1.00,21.8612000
33.1310921,51.7787754,"HAT-P-29","HAT-P-29",2,1,0,,3.1609900
157.4123405,70.5270835,"Qatar-8","Qatar-8",1,1,0,,3.5238000
192.9812030,-42.0736165,"WASP-42","WASP-42",1,1,0,0.92,5.6120000
92.6640226,30.9571333,"KELT-2","KELT-2 A",2,1,0,1.31,7.4309400
206.7357992,6.3498994,"HR 5183","HR 5183",2,1,0,1.07,31.7568000
285.2685283,48.5598835,"Kepler-447","Kepler-447",1,1,0,,3.7020600
301.6301790,15.9891418,"TOI-5799","TOI-5799",1,1,0,0.33,35.9264000
211.0135378,-30.0141252,"TOI-4559","TOI-4559",1,1,0,,31.5815000
299.4268472,40.1433462,"TOI-1899","TOI-1899",1,1,0,,7.7568900
359.1519716,36.2129562,"Qatar-3","Qatar-3",1,1,0,,1.3315700
297.7101763,48.0818635,"HAT-P-11","HAT-P-11",1,2,0,0.88,26.4508000
291.4181275,38.6723124,"Kepler-93","Kepler-93",1,2,0,0.91,10.3974000
291.4181275,38.6723124,"Kepler-93","Kepler-93",1,2,0,1.00,10.3974000
152.2182549,69.2766204,"TOI-1235","TOI-1235",1,1,0,0.63,25.2016000
297.3330716,41.8911186,"KOI-94","KOI-94",2,4,0,,2.0676000
274.7012534,45.1722194,"WASP-58","WASP-58",2,1,0,0.94,3.4146900
