pl_name,hostname,pl_masse,pl_rade,ra,dec,sy_dist
"TOI-540 b","TOI-540",,0.903,76.3096949,-47.9375391,14.0022000
"WASP-5 b","WASP-5",,12.962,359.3490277,-41.2772202,309.1370000
"Kepler-6 b","Kepler-6",,13.060,296.8372475,48.2399695,587.0390000
"TIC 257060897 b","TIC 257060897",,17.557,227.5321527,72.7103128,505.7030000
"KOI-12 b","KOI-12",,,297.4537402,41.0110188,399.3980000
"WASP-139 b","WASP-139",,,49.5621730,-41.3020235,212.4720000
"TOI-3714 b","TOI-3714",,11.610,69.5523415,39.4580035,112.7100000
"WASP-160 B b","WASP-160 B",88.35674,12.218,87.6795610,-27.6233218,288.3260000
"HD 202772 A b","HD 202772 A",,24.986,319.6995877,-26.6163743,161.4980000
"HATS-70 b","HATS-70",,14.478,109.1045212,-31.2443947,1458.8300000
"WASP-190 b","WASP-190",,,7.7095292,-40.5734613,542.2510000
"HD 2685 b","HD 2685",,17.095,7.3289156,-76.3040320,196.8520000
"HATS-56 b","HATS-56",191.33366,18.921,180.1650720,-45.7994559,564.4090000
"WASP-69 b","WASP-69",92.17070,12.442,315.0259661,-5.0948570,49.9605000
"WASP-69 b","WASP-69",82.63580,11.848,315.0259661,-5.0948570,49.9605000
"WASP-69 b","WASP-69",82.63200,9.113,315.0259661,-5.0948570,49.9605000
"WASP-69 b","WASP-69",79.45750,11.848,315.0259661,-5.0948570,49.9605000
"WASP-69 b","WASP-69",,,315.0259661,-5.0948570,49.9605000
"WASP-69 b","WASP-69",,12.266,315.0259661,-5.0948570,49.9605000
"WASP-69 b","WASP-69",,,315.0259661,-5.0948570,49.9605000
"GJ 1132 b","GJ 1132",1.62000,1.160,153.7090696,-47.1549358,12.6130000
"GJ 1132 b","GJ 1132",1.63000,1.430,153.7090696,-47.1549358,12.6130000
"GJ 1132 b","GJ 1132",1.66000,1.130,153.7090696,-47.1549358,12.6130000
"GJ 1132 b","GJ 1132",1.58000,,153.7090696,-47.1549358,12.6130000
"GJ 1132 b","GJ 1132",,1.215,153.7090696,-47.1549358,12.6130000
"GJ 1132 b","GJ 1132",,,153.7090696,-47.1549358,12.6130000
"GJ 1132 b","GJ 1132",1.83705,1.192,153.7090696,-47.1549358,12.6130000
"GJ 1132 c","GJ 1132",,,153.7090696,-47.1549358,12.6130000
"TOI-257 b","TOI-257",43.86032,7.163,47.5172608,-50.8322632,76.9028000
"HD 42813 b","HD 42813",9.10000,3.410,93.0578446,-14.6493167,68.1920000
"HAT-P-67 b","HAT-P-67",,22.622,256.6107279,44.7768849,371.6860000
"LHS 1678 d","LHS 1678",,0.857,68.1789866,-39.7908744,19.8782000
"LP 714-47 b","LP 714-47",,,64.1902212,-12.0848643,52.6160000
"WASP-15 b","WASP-15",,,208.9280111,-32.1597118,282.0910000
"HAT-P-51 b","HAT-P-51",,13.698,21.0651251,32.8107000,440.0890000
"HIP 29442 d","HD 42813",5.14000,1.538,93.0578446,-14.6493167,68.1920000
"WASP-5 b","WASP-5",505.34970,13.171,359.3490277,-41.2772202,309.1370000
"GJ 1252 b","GJ 1252",,,306.9286462,-56.4622865,20.3730000
"LHS 1678 b","LHS 1678",,0.685,68.1789866,-39.7908744,19.8782000
"WASP-46 b","WASP-46",,,318.7370122,-55.8718634,375.3100000
"TOI-3540 A b","TOI-3540 A",,12.176,328.9113712,28.1794996,
"WASP-36 b","WASP-36",729.41985,14.908,131.5803897,-8.0269855,386.3460000
"WASP-16 b","WASP-16",268.88418,,214.6830109,-20.2754374,194.1340000
"HAT-P-19 b","HAT-P-19",92.80200,12.689,9.5165832,34.7114025,202.0780000
"HAT-P-67 b","HAT-P-67",,,256.6107279,44.7768849,371.6860000
"HAT-P-67 b","HAT-P-67",108.06220,23.371,256.6107279,44.7768849,371.6860000
"WASP-16 b","WASP-16",394.10920,13.675,214.6830109,-20.2754374,194.1340000
"HATS-33 b","HATS-33",,,294.6336944,-55.3302692,248.4600000
"HAT-P-19 b","HAT-P-19",,,9.5165832,34.7114025,202.0780000
"HATS-46 b","HATS-46",,,6.7026401,-56.3161021,453.8080000
"Kepler-6 b","Kepler-6",,,296.8372475,48.2399695,587.0390000
"WASP-63 b","WASP-63",,,94.3363562,-38.3233826,290.6840000
"NGTS-6 b","NGTS-6",,,75.7953820,-30.3994612,308.2620000
"TOI-1221 b","TOI-1221",,3.240,107.9210254,-65.5088568,138.4110000
"TOI-216.01","TOI-216",,,73.9800129,-63.2603301,177.9450000
"TIC 257060897 b","TIC 257060897",212.94503,16.701,227.5321527,72.7103128,505.7030000
"HD 109833 c","HD 109833",,2.590,189.7758591,-74.5740205,79.5561000
"WASP-53 b","WASP-53",,,31.9091639,-20.6618430,201.3380000
"WASP-5 b","WASP-5",502.15000,12.218,359.3490277,-41.2772202,309.1370000
"TOI-470 b","TOI-470",,4.340,94.0099043,-25.0314111,130.4600000
"WASP-16 b","WASP-16",,,214.6830109,-20.2754374,194.1340000
"Kepler-6 b","Kepler-6",212.61900,14.830,296.8372475,48.2399695,587.0390000
"HATS-76 b","HATS-76",,11.757,70.3397665,-32.3204175,385.6890000
"WASP-36 b","WASP-36",,,131.5803897,-8.0269855,386.3460000
"TOI-880.02","TOI-880",,2.778,94.1644734,-13.9873370,60.6679000
"Qatar-4 b","Qatar-4",,,4.8592750,44.0275965,329.0360000
"WASP-36 b","WASP-36",726.55938,14.359,131.5803897,-8.0269855,386.3460000
"TOI-1221 b","TOI-1221",1112.39942,2.910,107.9210254,-65.5088568,138.4110000
"WASP-16 b","WASP-16",,11.857,214.6830109,-20.2754374,194.1340000
"WASP-126 c","WASP-126",64.20000,,63.3747060,-69.2265926,216.5260000
"HAT-P-38 b","HAT-P-38",,,35.3834942,32.2460441,255.2060000
"TOI-540 b","TOI-540",,,76.3096949,-47.9375391,14.0022000
"TOI-216.01","TOI-216",,10.463,73.9800129,-63.2603301,177.9450000
"TOI-139 b","TOI-139",,2.334,336.4024144,-34.9097131,42.4061000
"TOI-270 d","TOI-270",,2.190,68.4160804,-51.9573937,22.4793000
"Kepler-6 b","Kepler-6",,13.316,296.8372475,48.2399695,587.0390000
"TOI-122 b","TOI-122",,2.720,332.9482355,-58.9460850,62.1180000
"HAT-P-38 b","HAT-P-38",84.85700,9.247,35.3834942,32.2460441,255.2060000
"HATS-33 b","HATS-33",,12.917,294.6336944,-55.3302692,248.4600000
"TOI-270 c","TOI-270",,,68.4160804,-51.9573937,22.4793000
"HATS-25 b","HATS-25",,,207.9076746,-23.7812403,471.1580000
"HAT-P-19 b","HAT-P-19",90.26372,12.689,9.5165832,34.7114025,202.0780000
"KOI-12 b","KOI-12",,14.630,297.4537402,41.0110188,399.3980000
"LHS 1678 b","LHS 1678",,0.972,68.1789866,-39.7908744,19.8782000
"WASP-139 b","WASP-139",,,49.5621730,-41.3020235,212.4720000
"TOI-270 d","TOI-270",,,68.4160804,-51.9573937,22.4793000
"KOI-12 b","KOI-12",,14.630,297.4537402,41.0110188,399.3980000
"HD 42813 b","HD 42813",9.60000,3.480,93.0578446,-14.6493167,68.1920000
"KOI-94 e","KOI-94",35.00000,6.560,297.3330716,41.8911186,477.0520000
"KOI-94 c","KOI-94",,3.720,297.3330716,41.8911186,477.0520000
"KOI-94 c","KOI-94",,,297.3330716,41.8911186,477.0520000
"KOI-94 e","KOI-94",,,297.3330716,41.8911186,477.0520000
"Kepler-435 b","Kepler-435",,7.470,292.2873012,43.1972542,1418.7700000
"Kepler-435 b","Kepler-435",,26.520,292.2873012,43.1972542,1418.7700000
"Kepler-5 b","Kepler-5",675.70658,16.040,299.4070341,44.0350387,899.7770000
"Kepler-5 b","Kepler-5",,17.400,299.4070341,44.0350387,899.7770000
"Kepler-18 c","Kepler-18",,4.750,298.0794448,44.7462480,433.0470000
"Kepler-18 b","Kepler-18",,2.090,298.0794448,44.7462480,433.0470000
"Kepler-105 b","Kepler-105",,3.280,287.8872376,46.2761224,459.2230000
"Kepler-422 b","Kepler-422",,12.987,282.6296334,46.3232807,722.7950000
"TOI-1259 A b","TOI-1259 A",140.16233,11.456,282.1001665,79.2564761,118.1060000
"HAT-P-59 b","HAT-P-59",,12.981,292.4588212,62.5291892,265.4710000
"WASP-38 b","WASP-38",,,243.9597194,10.0324103,136.2400000
"WASP-132 b","WASP-132",,10.479,217.6091998,-46.1595160,122.9100000
"55 Cnc e","55 Cnc",8.09479,,133.1468373,28.3298154,12.5855000
"55 Cnc e","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc e","55 Cnc",7.99000,1.875,133.1468373,28.3298154,12.5855000
"55 Cnc f","55 Cnc",44.81200,,133.1468373,28.3298154,12.5855000
"55 Cnc f","55 Cnc",,,133.1468373,28.3298154,12.5855000
"2MASS J0249-0557 c","2MASS J0249-0557 A",3686.80952,,42.4851627,-5.9599921,66.0613000
"HR 5183 b","HR 5183",,,206.7357992,6.3498994,31.4607000
"HD 219134 b","HD 219134",,,348.3372026,57.1696255,6.5312700
"TrES-1 b","TrES-1",,,286.0408755,36.6325360,159.6580000
"TrES-1 b","TrES-1",221.52751,11.960,286.0408755,36.6325360,159.6580000
"XO-1 b","XO-1",,,240.5492745,28.1696248,163.5530000
"XO-1 b","XO-1",,,240.5492745,28.1696248,163.5530000
"XO-1 b","XO-1",293.67492,13.518,240.5492745,28.1696248,163.5530000
"HAT-P-32 b","HAT-P-32",,,31.0427614,46.6878512,289.2050000
"TOI-216.02","TOI-216",18.75188,8.000,73.9800129,-63.2603301,177.9450000
"TOI-270 b","TOI-270",,1.247,68.4160804,-51.9573937,22.4793000
"TOI-270 c","TOI-270",6.15000,2.355,68.4160804,-51.9573937,22.4793000
"HAT-P-19 b","HAT-P-19",,,9.5165832,34.7114025,202.0780000
"LHS 1678 d","LHS 1678",,0.981,68.1789866,-39.7908744,19.8782000
"HD 15337 b","HD 15337",,1.725,36.8678846,-27.6361171,44.8155000
"LHS 1678 c","LHS 1678",,0.941,68.1789866,-39.7908744,19.8782000
"Kepler-6 b","Kepler-6",,,296.8372475,48.2399695,587.0390000
"TOI-1269 b","TOI-1269",,2.348,249.6966397,64.5591810,172.1380000
"WASP-36 b","WASP-36",750.39663,14.874,131.5803897,-8.0269855,386.3460000
"TOI-216.02","TOI-216",,,73.9800129,-63.2603301,177.9450000
"HIP 29442 c","HD 42813",4.50000,1.580,93.0578446,-14.6493167,68.1920000
"HATS-30 b","HATS-30",,,5.6185250,-59.9425892,342.1400000
"KOI-12 b","KOI-12",,,297.4537402,41.0110188,399.3980000
"HATS-3 b","HATS-3",349.61300,15.480,312.4574879,-24.4286938,411.2110000
"GJ 1252 b","GJ 1252",2.09000,1.193,306.9286462,-56.4622865,20.3730000
"HAT-P-38 b","HAT-P-38",,,35.3834942,32.2460441,255.2060000
"LP 714-47 b","LP 714-47",,4.952,64.1902212,-12.0848643,52.6160000
"TOI-778 b","TOI-778",,15.245,199.3338503,-15.2737046,161.7430000
"TOI-2411 b","TOI-2411",,1.680,20.9224567,-8.7017944,59.5362000
"HATS-24 b","HATS-24",,15.882,268.8907069,-61.7474000,494.1820000
"TOI-4010 c","TOI-4010",,6.614,20.2148196,66.0722009,177.5040000
"HD 15337 c","HD 15337",8.11000,2.390,36.8678846,-27.6361171,44.8155000
"TOI-251 b","TOI-251",317.83000,2.740,353.0620655,-37.2558629,99.5230000
"HAT-P-38 b","HAT-P-38",,,35.3834942,32.2460441,255.2060000
"LHS 1678 c","LHS 1678",,1.043,68.1789866,-39.7908744,19.8782000
"Kepler-6 b","Kepler-6",,,296.8372475,48.2399695,587.0390000
"WASP-5 b","WASP-5",502.15000,12.184,359.3490277,-41.2772202,309.1370000
"WASP-63 b","WASP-63",,,94.3363562,-38.3233826,290.6840000
"TOI-1075 b","TOI-1075",9.95000,1.791,309.9712091,-65.4496994,61.4592000
"HATS-24 b","HATS-24",,,268.8907069,-61.7474000,494.1820000
"WASP-5 b","WASP-5",497.40395,13.047,359.3490277,-41.2772202,309.1370000
"TOI-558 b","TOI-558",1147.36055,12.173,42.2915093,-58.0246828,402.6300000
"LHS 1678 c","LHS 1678",1.40000,0.982,68.1789866,-39.7908744,19.8782000
"HD 15337 c","HD 15337",,2.195,36.8678846,-27.6361171,44.8155000
"TOI-270 b","TOI-270",1.58000,1.206,68.4160804,-51.9573937,22.4793000
"HAT-P-67 b","HAT-P-67",,,256.6107279,44.7768849,371.6860000
"HATS-76 b","HATS-76",835.57088,12.094,70.3397665,-32.3204175,385.6890000
"GJ 1252 b","GJ 1252",,,306.9286462,-56.4622865,20.3730000
"KOI-12 b","KOI-12",,18.370,297.4537402,41.0110188,399.3980000
"WASP-46 b","WASP-46",,,318.7370122,-55.8718634,375.3100000
"TOI-5218 b","TOI-5218",,9.388,292.6634642,71.7629612,377.4830000
"TOI-640 b","TOI-640",,19.779,99.7345935,-36.6461300,341.9970000
"Qatar-4 b","Qatar-4",,12.016,4.8592750,44.0275965,329.0360000
"WASP-5 b","WASP-5",,,359.3490277,-41.2772202,309.1370000
"HATS-30 b","HATS-30",224.38798,13.171,5.6185250,-59.9425892,342.1400000
"HATS-33 b","HATS-33",,,294.6336944,-55.3302692,248.4600000
"WASP-126 b","WASP-126",,,63.3747060,-69.2265926,216.5260000
"HATS-30 b","HATS-30",,,5.6185250,-59.9425892,342.1400000
"DS Tuc A b","DS Tuc A",,6.176,354.9154673,-69.1960430,44.0622000
"HATS-3 b","HATS-3",,14.582,312.4574879,-24.4286938,411.2110000
"WASP-46 b","WASP-46",,,318.7370122,-55.8718634,375.3100000
"HAT-P-7 b","HAT-P-7",,,292.2471900,47.9695429,341.0790000
"Kepler-44 b","Kepler-44",311.79123,12.218,300.1023512,45.7621918,1188.0000000
"Kepler-44 b","Kepler-44",317.82000,12.220,300.1023512,45.7621918,1188.0000000
"KOI-13 b","KOI-13",,,286.9713876,46.8682463,519.0960000
"KOI-13 b","KOI-13",,,286.9713876,46.8682463,519.0960000
"WASP-62 b","WASP-62",184.34140,15.020,87.1398205,-63.9883286,175.6310000
"WASP-74 b","WASP-74",228.83760,15.244,304.5388430,-1.0760033,149.2160000
"HATS-61 b","HATS-61",,9.952,61.6578005,-25.3496674,679.7610000
"HATS-64 b","HATS-64",305.11680,18.820,144.2876092,-29.8004440,1080.1500000
"HATS-66 b","HATS-66",,,101.3948048,-33.8816918,1477.9800000
"HATS-68 b","HATS-68",,,15.0060770,-58.9047242,603.9550000
"HATS-69 b","HATS-69",,,289.2974275,-60.8917599,414.5370000
"HD 108236 c","HD 108236",,2.068,186.5740627,-51.3630519,64.5978000
"TOI-1634 b","TOI-1634",4.91000,1.790,56.3906096,37.1122803,35.2736000
"TOI-1634 b","TOI-1634",10.14000,1.749,56.3906096,37.1122803,35.2736000
"TOI-1634 b","TOI-1634",,1.830,56.3906096,37.1122803,35.2736000
"TIC 237913194 b","TIC 237913194",,11.795,22.4458116,-60.7399096,306.0630000
"TOI-1333 b","TOI-1333",,15.210,325.0145363,48.4067674,200.4920000
"TIC 237913194 b","TIC 237913194",617.22586,12.520,22.4458116,-60.7399096,306.0630000
"TOI-1333 b","TOI-1333",753.25710,15.648,325.0145363,48.4067674,200.4920000
"TIC 172900988 b","TIC 172900988 Aa",942.00000,11.250,128.6616644,31.5539793,250.9560000
"TIC 172900988 b","TIC 172900988 Aa",823.90000,11.240,128.6616644,31.5539793,250.9560000
"TIC 172900988 b","TIC 172900988 Aa",845.70000,11.150,128.6616644,31.5539793,250.9560000
"TIC 172900988 b","TIC 172900988 Aa",837.00000,11.300,128.6616644,31.5539793,250.9560000
"TIC 172900988 b","TIC 172900988 Aa",869.70000,11.200,128.6616644,31.5539793,250.9560000
"TIC 172900988 b","TIC 172900988 Aa",981.30000,11.270,128.6616644,31.5539793,250.9560000
"TOI-815 b","TOI-815",,2.624,155.8719377,-43.8349248,59.7117000
"TOI-4336 A b","TOI-4336 A",,2.049,206.1070129,-40.3373505,22.5455000
"HD 6061 b","HD 6061",,2.161,15.5981441,37.1854394,67.6203000
"TIC 279401253 b","TIC 279401253",1951.46642,11.209,57.6572277,-15.0262251,285.5840000
"TIC 279401253 c","TIC 279401253",,,57.6572277,-15.0262251,285.5840000
"TOI-815 c","TOI-815",,2.184,155.8719377,-43.8349248,59.7117000
"TOI-1634 b","TOI-1634",7.57000,1.773,56.3906096,37.1122803,35.2736000
"TOI-1634 c","TOI-1634",,,56.3906096,37.1122803,35.2736000
"TIC 393818343 b","TIC 393818343",,3.832,310.2917002,3.6382967,93.7345000
"TOI-4336 A b","TOI-4336 A",,2.120,206.1070129,-40.3373505,22.5455000
"TIC 139270665 b","TIC 139270665",147.15455,7.230,124.0338967,33.2914532,189.8750000
"TIC 139270665 c","TIC 139270665",,,124.0338967,33.2914532,189.8750000
"TOI-815 b","TOI-815",7.60000,2.940,155.8719377,-43.8349248,59.7117000
"TOI-815 c","TOI-815",23.50000,2.620,155.8719377,-43.8349248,59.7117000
"TIC 393818343 b","TIC 393818343",1379.37529,12.184,310.2917002,3.6382967,93.7345000
"TIC 365102760 b","TIC 365102760",19.20000,6.210,305.8398236,54.3943194,555.5460000
"HD 6061 b","HD 6061",10.80000,2.450,15.5981441,37.1854394,67.6203000
"HD 6061 b","HD 6061",10.00000,2.428,15.5981441,37.1854394,67.6203000
"TIC 241249530 b","TIC 241249530",1582.78547,13.294,95.3088995,53.2950203,324.4480000
"TIC 46432937 b","TIC 46432937",1017.05090,13.316,83.8689794,-14.5971909,90.5369000
"TOI-2015 b","TOI-2015",,5.377,232.1326528,27.3610730,47.3444000
"TOI-2015 b","TOI-2015",16.40000,3.390,232.1326528,27.3610730,47.3444000
"HAT-P-13 c","HAT-P-13",,,129.8823772,47.3519076,246.8100000
"WASP-18 b","WASP-18",3299.07540,13.036,24.3544618,-45.6777937,123.4830000
"WASP-77 A b","WASP-77 A",559.38080,13.563,37.1555223,-7.0606675,105.1660000
"WASP-12 b","WASP-12",638.83830,20.849,97.6366450,29.6722662,427.2460000
"HD 209458 b","HD 209458",200.22000,14.240,330.7950219,18.8842419,48.3016000
"HD 209458 b","HD 209458",203.40000,16.264,330.7950219,18.8842419,48.3016000
"Qatar-1 b","Qatar-1",410.95419,12.801,303.3818697,65.1623313,185.6150000
"Qatar-1 b","Qatar-1",422.71390,13.227,303.3818697,65.1623313,185.6150000
"Qatar-1 b","Qatar-1",,,303.3818697,65.1623313,185.6150000
"HD 209458 b","HD 209458",217.71355,15.917,330.7950219,18.8842419,48.3016000
"WASP-103 b","WASP-103",467.21010,18.450,249.3148604,7.1833758,375.6470000
"WASP-14 b","WASP-14",,,218.2766247,21.8946875,161.9970000
"Qatar-1 b","Qatar-1",411.27202,12.812,303.3818697,65.1623313,185.6150000
"WASP-12 b","WASP-12",467.21010,21.297,97.6366450,29.6722662,427.2460000
"HAT-P-30 b","HAT-P-30",263.79890,16.141,123.9498431,5.8368669,213.9850000
"WASP-12 b","WASP-12",416.35730,20.400,97.6366450,29.6722662,427.2460000
"WASP-14 b","WASP-14",2809.61720,15.468,218.2766247,21.8946875,161.9970000
"WASP-18 b","WASP-18",3635.97520,13.451,24.3544618,-45.6777937,123.4830000
"WASP-78 b","WASP-78",352.79130,21.633,63.7562662,-22.1163901,754.2580000
"HAT-P-40 b","HAT-P-40",152.55840,17.038,335.5129199,45.4573423,464.4690000
"WASP-100 b","WASP-100",400.46580,14.908,68.9598159,-64.0270390,364.4110000
"WASP-64 b","WASP-64",388.07043,14.247,101.1149223,-32.8583878,369.9260000
"WASP-103 b","WASP-103",462.44265,17.127,249.3148604,7.1833758,375.6470000
"WASP-97 b","WASP-97",420.48909,12.666,24.6051389,-55.7720006,151.0680000
"WASP-12 b","WASP-12",441.78370,20.456,97.6366450,29.6722662,427.2460000
"WASP-79 b","WASP-79",267.93069,20.400,66.3709016,-30.6004362,246.6900000
"KELT-2 A b","KELT-2 A",485.32641,14.460,92.6640226,30.9571333,134.0580000
"HAT-P-13 b","HAT-P-13",280.64389,14.359,129.8823772,47.3519076,246.8100000
"WASP-12 b","WASP-12",448.14030,20.389,97.6366450,29.6722662,427.2460000
"WASP-103 b","WASP-103",473.56670,17.127,249.3148604,7.1833758,375.6470000
"WASP-12 b","WASP-12",465.62095,21.712,97.6366450,29.6722662,427.2460000
"KELT-3 b","KELT-3",,,148.6431193,40.3879446,210.2520000
"HD 209458 b","HD 209458",,,330.7950219,18.8842419,48.3016000
"WASP-12 b","WASP-12",,,97.6366450,29.6722662,427.2460000
"WASP-78 b","WASP-78",273.33380,23.091,63.7562662,-22.1163901,754.2580000
"WASP-79 b","WASP-79",270.15550,17.150,66.3709016,-30.6004362,246.6900000
"HAT-P-41 b","HAT-P-41",254.26400,18.887,297.3226523,4.6724124,348.1850000
"WASP-18 b","WASP-18",3314.82000,,24.3544618,-45.6777937,123.4830000
"WASP-18 c","WASP-18",55.20000,,24.3544618,-45.6777937,123.4830000
"WASP-100 b","WASP-100",,,68.9598159,-64.0270390,364.4110000
"HAT-P-32 b","HAT-P-32",263.79890,19.616,31.0427614,46.6878512,289.2050000
"TrES-3 b","TrES-3",572.41183,14.975,268.0291106,37.5463268,231.3370000
"GJ 667 C b","GJ 667 C",,,259.7510609,-34.9977651,7.2439600
"WASP-62 b","WASP-62",,,87.1398205,-63.9883286,175.6310000
"HAT-P-14 b","HAT-P-14",721.79193,13.664,260.1161719,38.2421682,222.6630000
"HAT-P-17 b","HAT-P-17",,,324.5359781,30.4881882,92.3831000
"55 Cnc d","55 Cnc",1232.49300,,133.1468373,28.3298154,12.5855000
"55 Cnc e","55 Cnc",8.63000,2.000,133.1468373,28.3298154,12.5855000
"55 Cnc e","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc e","55 Cnc",,,133.1468373,28.3298154,12.5855000
"HAT-P-20 b","HAT-P-20",2320.10000,9.750,111.9164295,24.3361185,71.0374000
"HAT-P-23 b","HAT-P-23",658.00000,13.720,306.1239076,16.7621462,364.8130000
"HAT-P-25 b","HAT-P-25",180.84527,12.722,48.4354731,25.1973548,300.3840000
"HAT-P-26 b","HAT-P-26",,,213.1565508,4.0594175,141.8370000
"HAT-P-34 b","HAT-P-34",,,303.1954355,18.1047776,249.3250000
"HAT-P-34 b","HAT-P-34",1058.37390,13.417,303.1954355,18.1047776,249.3250000
"HAT-P-35 b","HAT-P-35",,,123.2507030,4.7870288,506.9650000
"HAT-P-36 b","HAT-P-36",,,188.2662048,44.9153672,294.4190000
"HAT-P-3 b","HAT-P-3",,,206.0940142,48.0285650,134.5540000
"HAT-P-5 b","HAT-P-5",,,274.4055335,36.6214617,303.3360000
"HAT-P-5 b","HAT-P-5",,13.943,274.4055335,36.6214617,303.3360000
"HAT-P-6 b","HAT-P-6",419.53560,16.589,354.7740917,42.4659866,275.3580000
"HD 39091 b","HD 39091",4004.63793,,84.2992798,-80.4646041,18.2702000
"WASP-56 b","WASP-56",,,183.3660401,23.0556870,321.0840000
"WASP-58 b","WASP-58",,13.548,274.7012534,45.1722194,290.4040000
"WASP-41 b","WASP-41",299.07803,13.451,190.6188034,-30.6398176,163.3710000
"XO-3 b","XO-3",2316.98070,15.805,65.4695814,57.8172095,213.0530000
"WASP-49 b","WASP-49",,,91.0897193,-16.9653901,194.5530000
"KELT-6 b","KELT-6",165.27160,14.572,195.9818362,30.6401450,240.7260000
"HAT-P-49 b","HAT-P-49",,17.218,305.4413294,26.6926759,350.3510000
"WASP-95 b","WASP-95",,13.703,337.4578243,-48.0030988,137.5440000
"HAT-P-13 b","HAT-P-13",,,129.8823772,47.3519076,246.8100000
"HAT-P-30 b","HAT-P-30",,,123.9498431,5.8368669,213.9850000
"HAT-P-33 b","HAT-P-33",,,113.1842383,33.8350214,396.1100000
"Qatar-1 b","Qatar-1",346.42000,13.047,303.3818697,65.1623313,185.6150000
"HD 209458 b","HD 209458",,,330.7950219,18.8842419,48.3016000
"KELT-3 b","KELT-3",616.59020,17.486,148.6431193,40.3879446,210.2520000
"WASP-121 b","WASP-121",367.72747,19.649,107.6002312,-39.0972705,269.8980000
"HAT-P-40 b","HAT-P-40",,,335.5129199,45.4573423,464.4690000
"HAT-P-41 b","HAT-P-41",,,297.3226523,4.6724124,348.1850000
"KELT-3 b","KELT-3",,,148.6431193,40.3879446,210.2520000
"Qatar-1 b","Qatar-1",,,303.3818697,65.1623313,185.6150000
"WASP-14 b","WASP-14",,,218.2766247,21.8946875,161.9970000
"WASP-65 b","WASP-65",,,133.3242982,8.5230171,273.7030000
"WASP-79 b","WASP-79",,,66.3709016,-30.6004362,246.6900000
"WASP-100 b","WASP-100",,,68.9598159,-64.0270390,364.4110000
"WASP-103 b","WASP-103",,,249.3148604,7.1833758,375.6470000
"WASP-18 b","WASP-18",3241.84975,13.899,24.3544618,-45.6777937,123.4830000
"WASP-121 b","WASP-121",,,107.6002312,-39.0972705,269.8980000
"WASP-97 b","WASP-97",,,24.6051389,-55.7720006,151.0680000
"WASP-101 b","WASP-101",,,98.3511016,-23.4860860,201.2240000
"HATS-4 b","HATS-4",,,94.1120914,-22.5468824,416.4590000
"WASP-117 b","WASP-117",87.75286,11.444,36.7758112,-50.2844247,157.9630000
"WASP-70 A b","WASP-70 A",,,315.4771912,-13.4333821,222.3550000
"WASP-84 b","WASP-84",,,131.1069959,1.8598933,100.5880000
"WASP-89 b","WASP-89",1843.41400,11.657,313.9000261,-18.9714084,290.9460000
"HD 219134 b","HD 219134",,1.533,348.3372026,57.1696255,6.5312700
"HATS-13 b","HATS-13",,,316.9614798,-26.0967205,421.8550000
"HAT-P-50 b","HAT-P-50",,13.941,118.0634379,12.1393474,515.4580000
"KELT-15 b","KELT-15",,,117.4149764,-52.1204471,324.6830000
"WASP-64 b","WASP-64",,14.725,101.1149223,-32.8583878,369.9260000
"HAT-P-41 b","HAT-P-41",,18.251,297.3226523,4.6724124,348.1850000
"Qatar-1 b","Qatar-1",,,303.3818697,65.1623313,185.6150000
"HAT-P-30 b","HAT-P-30",,15.682,123.9498431,5.8368669,213.9850000
"WASP-131 b","WASP-131",,17.104,210.1935714,-30.5836084,200.0750000
"WASP-94 A b","WASP-94 A",,20.536,313.7832393,-34.1357512,211.2110000
